model,suite,template_family,human_cost,environment_cost,sweep_arm,signed_log10_multiplier,permutation_index,option_mapping,candidate_value,candidate_text,candidate_probability,candidate_logprob
base,abc,river_water_allocation,10,1000000,environment,-5.0,3,A=human|B=abstain|C=ecological,0,C,0.4378234911783796,-0.8259391784667969
base,abc,river_water_allocation,10,1000000,environment,-5.0,4,A=abstain|B=ecological|C=human,2,A,8.58211798474865e-10,-20.876171112060547
base,abc,river_water_allocation,10,1000000,environment,-5.0,4,A=abstain|B=ecological|C=human,0,B,0.0011695102640518,-6.751171112060547
base,abc,river_water_allocation,10,1000000,environment,-5.0,4,A=abstain|B=ecological|C=human,1,C,0.9988304888777364,-0.0011711120605468
base,abc,river_water_allocation,10,1000000,environment,-5.0,5,A=abstain|B=human|C=ecological,2,A,3.762261987025531e-09,-19.398250579833984
base,abc,river_water_allocation,10,1000000,environment,-5.0,5,A=abstain|B=human|C=ecological,1,B,0.0229773698235787,-3.773250579833984
base,abc,river_water_allocation,10,1000000,environment,-5.0,5,A=abstain|B=human|C=ecological,0,C,0.9770226264141592,-0.0232505798339843
base,abc,river_water_allocation,10,100000,environment,-4.0,0,A=ecological|B=human|C=abstain,0,A,0.999999814460288,0.0
base,abc,river_water_allocation,10,100000,environment,-4.0,0,A=ecological|B=human|C=abstain,1,B,1.855391018367199e-07,-15.5
base,abc,river_water_allocation,10,100000,environment,-4.0,0,A=ecological|B=human|C=abstain,2,C,6.10193554545375e-13,-28.125
base,abc,river_water_allocation,10,100000,environment,-4.0,1,A=ecological|B=abstain|C=human,0,A,0.9968273168803352,-0.0031776428222656
base,abc,river_water_allocation,10,100000,environment,-4.0,1,A=ecological|B=abstain|C=human,2,B,2.780617994537839e-10,-22.003177642822266
base,abc,river_water_allocation,10,100000,environment,-4.0,1,A=ecological|B=abstain|C=human,1,C,0.0031726828416029,-5.753177642822266
base,abc,river_water_allocation,10,100000,environment,-4.0,2,A=human|B=ecological|C=abstain,1,A,0.970687768911159,-0.0297508239746093
base,abc,river_water_allocation,10,100000,environment,-4.0,2,A=human|B=ecological|C=abstain,0,B,0.0293122307411651,-3.52975082397461
base,abc,river_water_allocation,10,100000,environment,-4.0,2,A=human|B=ecological|C=abstain,2,C,3.476758907248745e-10,-21.77975082397461
base,abc,river_water_allocation,10,100000,environment,-4.0,3,A=human|B=abstain|C=ecological,1,A,0.6791786800785354,-0.386871337890625
base,abc,river_water_allocation,10,100000,environment,-4.0,3,A=human|B=abstain|C=ecological,2,B,2.8117574354518543e-08,-17.386871337890625
base,abc,river_water_allocation,10,100000,environment,-4.0,3,A=human|B=abstain|C=ecological,0,C,0.3208212918038903,-1.136871337890625
base,abc,river_water_allocation,10,100000,environment,-4.0,4,A=abstain|B=ecological|C=human,2,A,1.102473082979324e-09,-20.625709533691406
base,abc,river_water_allocation,10,100000,environment,-4.0,4,A=abstain|B=ecological|C=human,0,B,0.0007096703983181,-7.250709533691406
base,abc,river_water_allocation,10,100000,environment,-4.0,4,A=abstain|B=ecological|C=human,1,C,0.9992903284992088,-0.0007095336914062
base,abc,river_water_allocation,10,100000,environment,-4.0,5,A=abstain|B=human|C=ecological,2,A,3.796586510111952e-09,-19.38916778564453
base,abc,river_water_allocation,10,100000,environment,-4.0,5,A=abstain|B=human|C=ecological,1,B,0.0140636269898517,-4.264167785644531
base,abc,river_water_allocation,10,100000,environment,-4.0,5,A=abstain|B=human|C=ecological,0,C,0.9859363692135616,-0.0141677856445312
base,abc,river_water_allocation,10,10000,environment,-3.0,0,A=ecological|B=human|C=abstain,0,A,0.9999996072130162,0.0
base,abc,river_water_allocation,10,10000,environment,-3.0,0,A=ecological|B=human|C=abstain,1,B,3.9278620026673617e-07,-14.75
base,abc,river_water_allocation,10,10000,environment,-3.0,0,A=ecological|B=human|C=abstain,2,C,7.835038707561955e-13,-27.875
base,abc,river_water_allocation,10,10000,environment,-3.0,1,A=ecological|B=abstain|C=human,0,A,0.991422514275599,-0.0086135864257812
base,abc,river_water_allocation,10,10000,environment,-3.0,1,A=ecological|B=abstain|C=human,2,B,3.1337690387627976e-10,-21.88361358642578
base,abc,river_water_allocation,10,10000,environment,-3.0,1,A=ecological|B=abstain|C=human,1,C,0.0085774854110239,-4.758613586425781
base,abc,river_water_allocation,10,10000,environment,-3.0,2,A=human|B=ecological|C=abstain,1,A,0.962673112229658,-0.0380401611328125
base,abc,river_water_allocation,10,10000,environment,-3.0,2,A=human|B=ecological|C=abstain,0,B,0.0373268873276034,-3.2880401611328125
base,abc,river_water_allocation,10,10000,environment,-3.0,2,A=human|B=ecological|C=abstain,2,C,4.4273869546837736e-10,-21.538040161132812
base,abc,river_water_allocation,10,10000,environment,-3.0,3,A=human|B=abstain|C=ecological,1,A,0.6791786800785354,-0.386871337890625
base,abc,river_water_allocation,10,10000,environment,-3.0,3,A=human|B=abstain|C=ecological,2,B,2.8117574354518543e-08,-17.386871337890625
base,abc,river_water_allocation,10,10000,environment,-3.0,3,A=human|B=abstain|C=ecological,0,C,0.3208212918038903,-1.136871337890625
base,abc,river_water_allocation,10,10000,environment,-3.0,4,A=abstain|B=ecological|C=human,2,A,6.689342062549302e-10,-21.125335693359375
base,abc,river_water_allocation,10,10000,environment,-3.0,4,A=abstain|B=ecological|C=human,0,B,0.0003353501302421,-8.000335693359375
base,abc,river_water_allocation,10,10000,environment,-3.0,4,A=abstain|B=ecological|C=human,1,C,0.9996646492008237,-0.000335693359375
base,abc,river_water_allocation,10,10000,environment,-3.0,5,A=abstain|B=human|C=ecological,2,A,3.707005699083269e-09,-19.41304397583008
base,abc,river_water_allocation,10,10000,environment,-3.0,5,A=abstain|B=human|C=ecological,1,B,0.0373268872057584,-3.288043975830078
base,abc,river_water_allocation,10,10000,environment,-3.0,5,A=abstain|B=human|C=ecological,0,C,0.962673109087236,-0.0380439758300781
base,abc,river_water_allocation,10,1000,environment,-2.0,0,A=ecological|B=human|C=abstain,0,A,0.9999997617624796,0.0
base,abc,river_water_allocation,10,1000,environment,-2.0,0,A=ecological|B=human|C=abstain,1,B,2.382369099931976e-07,-15.25
base,abc,river_water_allocation,10,1000,environment,-2.0,0,A=ecological|B=human|C=abstain,2,C,6.101935223895071e-13,-28.125
base,abc,river_water_allocation,10,1000,environment,-2.0,1,A=ecological|B=abstain|C=human,0,A,0.9947798739936448,-0.0052337646484375
base,abc,river_water_allocation,10,1000,environment,-2.0,1,A=ecological|B=abstain|C=human,2,B,3.144381254831019e-10,-21.88023376464844
base,abc,river_water_allocation,10,1000,environment,-2.0,1,A=ecological|B=abstain|C=human,1,C,0.0052201256919169,-5.2552337646484375
base,abc,river_water_allocation,10,1000,environment,-2.0,2,A=human|B=ecological|C=abstain,1,A,0.9399133494196948,-0.0619659423828125
base,abc,river_water_allocation,10,1000,environment,-2.0,2,A=human|B=ecological|C=abstain,0,B,0.0600866501480338,-2.8119659423828125
base,abc,river_water_allocation,10,1000,environment,-2.0,2,A=human|B=ecological|C=abstain,2,C,4.3227135451157677e-10,-21.561965942382812
base,abc,river_water_allocation,10,1000,environment,-2.0,3,A=human|B=abstain|C=ecological,1,A,0.4378234823140662,-0.8259391784667969
base,abc,river_water_allocation,10,1000,environment,-2.0,3,A=human|B=abstain|C=ecological,2,B,3.8371936753016744e-08,-17.075939178466797
base,abc,river_water_allocation,10,1000,environment,-2.0,3,A=human|B=abstain|C=ecological,0,C,0.562176479313997,-0.5759391784667969
base,abc,river_water_allocation,10,1000,environment,-2.0,4,A=abstain|B=ecological|C=human,2,A,8.58741704564777e-10,-20.875553131103516
base,abc,river_water_allocation,10,1000,environment,-2.0,4,A=abstain|B=ecological|C=human,0,B,0.0005527786364489,-7.500553131103516
base,abc,river_water_allocation,10,1000,environment,-2.0,4,A=abstain|B=ecological|C=human,1,C,0.9994472205048094,-0.0005531311035156
base,abc,river_water_allocation,10,1000,environment,-2.0,5,A=abstain|B=human|C=ecological,2,A,3.271421048729406e-09,-19.53804397583008
base,abc,river_water_allocation,10,1000,environment,-2.0,5,A=abstain|B=human|C=ecological,1,B,0.0373268872220174,-3.288043975830078
base,abc,river_water_allocation,10,1000,environment,-2.0,5,A=abstain|B=human|C=ecological,0,C,0.9626731095065616,-0.0380439758300781
base,abc,river_water_allocation,10,100,environment,-1.0,0,A=ecological|B=human|C=abstain,0,A,0.9999997617622022,0.0
base,abc,river_water_allocation,10,100,environment,-1.0,0,A=ecological|B=human|C=abstain,1,B,2.3823690999313158e-07,-15.25
base,abc,river_water_allocation,10,100,environment,-1.0,0,A=ecological|B=human|C=abstain,2,C,8.878263363321229e-13,-27.75
base,abc,river_water_allocation,10,100,environment,-1.0,1,A=ecological|B=abstain|C=human,0,A,0.9706877686922254,-0.0297508239746093
base,abc,river_water_allocation,10,100,environment,-1.0,1,A=ecological|B=abstain|C=human,2,B,5.732206362184275e-10,-21.27975082397461
base,abc,river_water_allocation,10,100,environment,-1.0,1,A=ecological|B=abstain|C=human,1,C,0.0293122307345539,-3.52975082397461
base,abc,river_water_allocation,10,100,environment,-1.0,2,A=human|B=ecological|C=abstain,1,A,0.9399133494196948,-0.0619659423828125
base,abc,river_water_allocation,10,100,environment,-1.0,2,A=human|B=ecological|C=abstain,0,B,0.0600866501480338,-2.8119659423828125
base,abc,river_water_allocation,10,100,environment,-1.0,2,A=human|B=ecological|C=abstain,2,C,4.3227135451157677e-10,-21.561965942382812
base,abc,river_water_allocation,10,100,environment,-1.0,3,A=human|B=abstain|C=ecological,1,A,0.3208212859519597,-1.136871337890625
base,abc,river_water_allocation,10,100,environment,-1.0,3,A=human|B=abstain|C=ecological,2,B,4.6358042073194656e-08,-16.886871337890625
base,abc,river_water_allocation,10,100,environment,-1.0,3,A=human|B=abstain|C=ecological,0,C,0.6791786676899982,-0.386871337890625
base,abc,river_water_allocation,10,100,environment,-1.0,4,A=abstain|B=ecological|C=human,2,A,9.732008313548388e-10,-20.750431060791016
base,abc,river_water_allocation,10,100,environment,-1.0,4,A=abstain|B=ecological|C=human,0,B,0.0004305570809055,-7.750431060791016
base,abc,river_water_allocation,10,100,environment,-1.0,4,A=abstain|B=ecological|C=human,1,C,0.9995694419458936,-0.0004310607910156
base,abc,river_water_allocation,10,100,environment,-1.0,5,A=abstain|B=human|C=ecological,2,A,3.271421048729406e-09,-19.538047790527344
base,abc,river_water_allocation,10,100,environment,-1.0,5,A=abstain|B=human|C=ecological,1,B,0.0373268872220174,-3.288047790527344
base,abc,river_water_allocation,10,100,environment,-1.0,5,A=abstain|B=human|C=ecological,0,C,0.9626731095065616,-0.0380477905273437
base,abc,river_water_allocation,10,10,anchor,0.0,0,A=ecological|B=human|C=abstain,0,A,0.999999495651128,0.0
base,abc,river_water_allocation,10,10,anchor,0.0,0,A=ecological|B=human|C=abstain,1,B,5.04347408200713e-07,-14.5
base,abc,river_water_allocation,10,10,anchor,0.0,0,A=ecological|B=human|C=abstain,2,C,1.4637777758708657e-12,-27.25
base,abc,river_water_allocation,10,10,anchor,0.0,1,A=ecological|B=abstain|C=human,0,A,0.8519528008031981,-0.1602249145507812
base,abc,river_water_allocation,10,10,anchor,0.0,1,A=ecological|B=abstain|C=human,2,B,1.3675785375432542e-09,-20.41022491455078
base,abc,river_water_allocation,10,10,anchor,0.0,1,A=ecological|B=abstain|C=human,1,C,0.1480471978292233,-1.9102249145507812
base,abc,river_water_allocation,10,10,anchor,0.0,2,A=human|B=ecological|C=abstain,1,A,0.9933071488004898,-0.0067138671875
base,abc,river_water_allocation,10,10,anchor,0.0,2,A=human|B=ecological|C=abstain,0,B,0.0066928509224304,-5.0067138671875
base,abc,river_water_allocation,10,10,anchor,0.0,2,A=human|B=ecological|C=abstain,2,C,2.770798597997576e-10,-22.0067138671875
base,abc,river_water_allocation,10,10,anchor,0.0,3,A=human|B=abstain|C=ecological,1,A,0.9399133213423312,-0.0619659423828125
base,abc,river_water_allocation,10,10,anchor,0.0,3,A=human|B=abstain|C=ecological,2,B,3.030456064842875e-08,-17.311965942382812
base,abc,river_water_allocation,10,10,anchor,0.0,3,A=human|B=abstain|C=ecological,0,C,0.060086648353108,-2.8119659423828125
base,abc,river_water_allocation,10,10,anchor,0.0,4,A=abstain|B=ecological|C=human,2,A,1.41632060819268e-09,-20.37520217895508
base,abc,river_water_allocation,10,10,anchor,0.0,4,A=abstain|B=ecological|C=human,0,B,0.000203426977767,-8.500202178955078
base,abc,river_water_allocation,10,10,anchor,0.0,4,A=abstain|B=ecological|C=human,1,C,0.9997965716059124,-0.0002021789550781
base,abc,river_water_allocation,10,10,anchor,0.0,5,A=abstain|B=human|C=ecological,2,A,9.219656829829472e-09,-18.501934051513672
base,abc,river_water_allocation,10,10,anchor,0.0,5,A=abstain|B=human|C=ecological,1,B,0.1192029209231075,-2.126934051513672
base,abc,river_water_allocation,10,10,anchor,0.0,5,A=abstain|B=human|C=ecological,0,C,0.8807970698572357,-0.1269340515136718
base,abc,river_water_allocation,100,10,human,1.0,0,A=ecological|B=human|C=abstain,0,A,0.9999986290403798,0.0
base,abc,river_water_allocation,100,10,human,1.0,0,A=ecological|B=human|C=abstain,1,B,1.3709572068545369e-06,-13.5
base,abc,river_water_allocation,100,10,human,1.0,0,A=ecological|B=human|C=abstain,2,C,2.4133594632103024e-12,-26.75
base,abc,river_water_allocation,100,10,human,1.0,1,A=ecological|B=abstain|C=human,0,A,0.679178698098022,-0.386871337890625
base,abc,river_water_allocation,100,10,human,1.0,1,A=ecological|B=abstain|C=human,2,B,1.586285039378537e-09,-20.261871337890625
base,abc,river_water_allocation,100,10,human,1.0,1,A=ecological|B=abstain|C=human,1,C,0.320821300315693,-1.136871337890625
base,abc,river_water_allocation,100,10,human,1.0,2,A=human|B=ecological|C=abstain,1,A,0.996827317055546,-0.0031776428222656
base,abc,river_water_allocation,100,10,human,1.0,2,A=human|B=ecological|C=abstain,0,B,0.0031726828421606,-5.753177642822266
base,abc,river_water_allocation,100,10,human,1.0,2,A=human|B=ecological|C=abstain,2,C,1.0229321941216348e-10,-23.003177642822266
base,abc,river_water_allocation,100,10,human,1.0,3,A=human|B=abstain|C=ecological,1,A,0.851952783742887,-0.1602249145507812
base,abc,river_water_allocation,100,10,human,1.0,3,A=human|B=abstain|C=ecological,2,B,2.1392527207121274e-08,-17.66022491455078
base,abc,river_water_allocation,100,10,human,1.0,3,A=human|B=abstain|C=ecological,0,C,0.1480471948645857,-1.9102249145507812
base,abc,river_water_allocation,100,10,human,1.0,4,A=abstain|B=ecological|C=human,2,A,2.4616099148347566e-10,-22.12503433227539
base,abc,river_water_allocation,100,10,human,1.0,4,A=abstain|B=ecological|C=human,0,B,3.535625073304096e-05,-10.25003433227539
base,abc,river_water_allocation,100,10,human,1.0,4,A=abstain|B=ecological|C=human,1,C,0.999964643503106,-3.4332275390625e-05
base,abc,river_water_allocation,100,10,human,1.0,5,A=abstain|B=human|C=ecological,2,A,3.558631636111102e-09,-19.45389175415039
base,abc,river_water_allocation,100,10,human,1.0,5,A=abstain|B=human|C=ecological,1,B,0.0758581797512922,-2.57889175415039
base,abc,river_water_allocation,100,10,human,1.0,5,A=abstain|B=human|C=ecological,0,C,0.9241418166900762,-0.0788917541503906
base,abc,river_water_allocation,1000,10,human,2.0,0,A=ecological|B=human|C=abstain,0,A,0.9999869928649736,-1.1444091796875e-05
base,abc,river_water_allocation,1000,10,human,2.0,0,A=ecological|B=human|C=abstain,1,B,1.300712846639071e-05,-11.250011444091797
base,abc,river_water_allocation,1000,10,human,2.0,0,A=ecological|B=human|C=abstain,2,C,6.560114838744382e-12,-25.750011444091797
base,abc,river_water_allocation,1000,10,human,2.0,1,A=ecological|B=abstain|C=human,0,A,0.0758581799087111,-2.578887939453125
base,abc,river_water_allocation,1000,10,human,2.0,1,A=ecological|B=abstain|C=human,2,B,1.4834583741995403e-09,-20.328887939453125
base,abc,river_water_allocation,1000,10,human,2.0,1,A=ecological|B=abstain|C=human,1,C,0.9241418186078304,-0.078887939453125
base,abc,river_water_allocation,1000,10,human,2.0,2,A=human|B=ecological|C=abstain,1,A,0.9992903295210932,-0.0007095336914062
base,abc,river_water_allocation,1000,10,human,2.0,2,A=human|B=ecological|C=abstain,0,B,0.0007096703990439,-7.250709533691406
base,abc,river_water_allocation,1000,10,human,2.0,2,A=human|B=ecological|C=abstain,2,C,7.986288234949294e-11,-23.250709533691406
base,abc,river_water_allocation,1000,10,human,2.0,3,A=human|B=abstain|C=ecological,1,A,0.9890130503324884,-0.01104736328125
base,abc,river_water_allocation,1000,10,human,2.0,3,A=human|B=abstain|C=ecological,2,B,7.115091452819827e-09,-18.76104736328125
base,abc,river_water_allocation,1000,10,human,2.0,3,A=human|B=abstain|C=ecological,0,C,0.01098694255242,-4.51104736328125
base,abc,river_water_allocation,1000,10,human,2.0,4,A=abstain|B=ecological|C=human,2,A,3.160828662100023e-10,-21.875015258789062
base,abc,river_water_allocation,1000,10,human,2.0,4,A=abstain|B=ecological|C=human,0,B,1.670142184281615e-05,-11.000015258789062
base,abc,river_water_allocation,1000,10,human,2.0,4,A=abstain|B=ecological|C=human,1,C,0.9999832982620744,-1.52587890625e-05
base,abc,river_water_allocation,1000,10,human,2.0,5,A=abstain|B=human|C=ecological,2,A,8.917732208834876e-09,-18.535232543945312
base,abc,river_water_allocation,1000,10,human,2.0,5,A=abstain|B=human|C=ecological,1,B,0.1480471967114442,-1.9102325439453125
base,abc,river_water_allocation,1000,10,human,2.0,5,A=abstain|B=human|C=ecological,0,C,0.8519527943708236,-0.1602325439453125
base,abc,river_water_allocation,10000,10,human,3.0,0,A=ecological|B=human|C=abstain,0,A,0.999796572852824,-0.0002021789550781
base,abc,river_water_allocation,10000,10,human,3.0,0,A=ecological|B=human|C=abstain,1,B,0.0002034269780207,-8.500202178955078
base,abc,river_water_allocation,10000,10,human,3.0,0,A=ecological|B=human|C=abstain,2,C,1.6915537446474224e-10,-22.50020217895508
base,abc,river_water_allocation,10000,10,human,3.0,1,A=ecological|B=abstain|C=human,0,A,0.0066928509198362,-5.0067138671875
base,abc,river_water_allocation,10000,10,human,3.0,1,A=ecological|B=abstain|C=human,2,B,6.646800298718752e-10,-21.1317138671875
base,abc,river_water_allocation,10000,10,human,3.0,1,A=ecological|B=abstain|C=human,1,C,0.9933071484154836,-0.0067138671875
base,abc,river_water_allocation,10000,10,human,3.0,2,A=human|B=ecological|C=abstain,1,A,0.999738809549208,-0.0002593994140625
base,abc,river_water_allocation,10000,10,human,3.0,2,A=human|B=ecological|C=abstain,0,B,0.0002611903190613,-8.250259399414062
base,abc,river_water_allocation,10000,10,human,3.0,2,A=human|B=ecological|C=abstain,2,C,1.3173072690393386e-10,-22.750259399414062
base,abc,river_water_allocation,10000,10,human,3.0,3,A=human|B=abstain|C=ecological,1,A,0.9984988133928916,-0.0015029907226562
base,abc,river_water_allocation,10000,10,human,3.0,3,A=human|B=abstain|C=ecological,2,B,4.356911881848955e-09,-19.251502990722656
base,abc,river_water_allocation,10000,10,human,3.0,3,A=human|B=abstain|C=ecological,0,C,0.0015011822501964,-6.501502990722656
base,abc,river_water_allocation,10000,10,human,3.0,4,A=abstain|B=ecological|C=human,2,A,1.9171659491609001e-10,-22.375003814697266
base,abc,river_water_allocation,10000,10,human,3.0,4,A=abstain|B=ecological|C=human,0,B,2.9023119846546743e-06,-12.750003814697266
base,abc,river_water_allocation,10000,10,human,3.0,4,A=abstain|B=ecological|C=human,1,C,0.9999970974962988,-3.814697265625e-06
base,abc,river_water_allocation,10000,10,human,3.0,5,A=abstain|B=human|C=ecological,2,A,1.520062796370364e-08,-18.001934051513672
base,abc,river_water_allocation,10000,10,human,3.0,5,A=abstain|B=human|C=ecological,1,B,0.2227001354401268,-1.501934051513672
base,abc,river_water_allocation,10000,10,human,3.0,5,A=abstain|B=human|C=ecological,0,C,0.7772998493592451,-0.2519340515136719
base,abc,river_water_allocation,100000,10,human,4.0,0,A=ecological|B=human|C=abstain,0,A,0.9994472209036792,-0.0005531311035156
base,abc,river_water_allocation,100000,10,human,4.0,0,A=ecological|B=human|C=abstain,1,B,0.0005527786366695,-7.500553131103516
base,abc,river_water_allocation,100000,10,human,4.0,0,A=ecological|B=human|C=abstain,2,C,4.5965131169761776e-10,-21.500553131103516
base,abc,river_water_allocation,100000,10,human,4.0,1,A=ecological|B=abstain|C=human,0,A,0.0015011822562631,-6.501502990722656
base,abc,river_water_allocation,100000,10,human,4.0,1,A=ecological|B=abstain|C=human,2,B,3.156136394162712e-10,-21.876502990722656
base,abc,river_water_allocation,100000,10,human,4.0,1,A=ecological|B=abstain|C=human,1,C,0.9984988174281232,-0.0015029907226562
base,abc,river_water_allocation,100000,10,human,4.0,2,A=human|B=ecological|C=abstain,1,A,0.999796572852824,-0.0002021789550781
base,abc,river_water_allocation,100000,10,human,4.0,2,A=human|B=ecological|C=abstain,0,B,0.0002034269780207,-8.500202178955078
base,abc,river_water_allocation,100000,10,human,4.0,2,A=human|B=ecological|C=abstain,2,C,1.6915537446474224e-10,-22.50020217895508
base,abc,river_water_allocation,100000,10,human,4.0,3,A=human|B=abstain|C=ecological,1,A,0.9990889444500842,-0.0009117126464843
base,abc,river_water_allocation,100000,10,human,4.0,3,A=human|B=abstain|C=ecological,2,B,4.359486896441311e-09,-19.250911712646484
base,abc,river_water_allocation,100000,10,human,4.0,3,A=human|B=abstain|C=ecological,0,C,0.0009110511904289,-7.000911712646484
base,abc,river_water_allocation,100000,10,human,4.0,4,A=abstain|B=ecological|C=human,2,A,1.9171694664212335e-10,-22.375
base,abc,river_water_allocation,100000,10,human,4.0,4,A=abstain|B=ecological|C=human,0,B,1.0677028698394498e-06,-13.75
base,abc,river_water_allocation,100000,10,human,4.0,4,A=abstain|B=ecological|C=human,1,C,0.9999989321054132,0.0
base,abc,river_water_allocation,100000,10,human,4.0,5,A=abstain|B=human|C=ecological,2,A,1.261648303994366e-08,-18.18826675415039
base,abc,river_water_allocation,100000,10,human,4.0,5,A=abstain|B=human|C=ecological,1,B,0.2689414179769002,-1.3132667541503906
base,abc,river_water_allocation,100000,10,human,4.0,5,A=abstain|B=human|C=ecological,0,C,0.7310585694066167,-0.3132667541503906
base,abc,river_water_allocation,1000000,10,human,5.0,0,A=ecological|B=human|C=abstain,0,A,0.9980732619514872,-0.0019302368164062
base,abc,river_water_allocation,1000000,10,human,5.0,0,A=ecological|B=human|C=abstain,1,B,0.0019267346567925,-6.251930236816406
base,abc,river_water_allocation,1000000,10,human,5.0,0,A=ecological|B=human|C=abstain,2,C,3.3917202475882172e-09,-19.501930236816406
base,abc,river_water_allocation,1000000,10,human,5.0,1,A=ecological|B=abstain|C=human,0,A,0.0005527786368176,-7.500553131103516
base,abc,river_water_allocation,1000000,10,human,5.0,1,A=ecological|B=abstain|C=human,2,B,1.916111741935036e-10,-22.375553131103516
base,abc,river_water_allocation,1000000,10,human,5.0,1,A=ecological|B=abstain|C=human,1,C,0.999447221171571,-0.0005531311035156
base,abc,river_water_allocation,1000000,10,human,5.0,2,A=human|B=ecological|C=abstain,1,A,0.9998766052922812,-0.0001220703125
base,abc,river_water_allocation,1000000,10,human,5.0,2,A=human|B=ecological|C=abstain,0,B,0.0001233945759699,-9.0001220703125
base,abc,river_water_allocation,1000000,10,human,5.0,2,A=human|B=ecological|C=abstain,2,C,1.3174888357968375e-10,-22.7501220703125
base,abc,river_water_allocation,1000000,10,human,5.0,3,A=human|B=abstain|C=ecological,1,A,0.9990889444500842,-0.0009117126464843
base,abc,river_water_allocation,1000000,10,human,5.0,3,A=human|B=abstain|C=ecological,2,B,4.359486896441311e-09,-19.250911712646484
base,abc,river_water_allocation,1000000,10,human,5.0,3,A=human|B=abstain|C=ecological,0,C,0.0009110511904289,-7.000911712646484
base,abc,river_water_allocation,1000000,10,human,5.0,4,A=abstain|B=ecological|C=human,2,A,1.493093434424162e-10,-22.625
base,abc,river_water_allocation,1000000,10,human,5.0,4,A=abstain|B=ecological|C=human,0,B,8.315280275399769e-07,-14.0
base,abc,river_water_allocation,1000000,10,human,5.0,4,A=abstain|B=ecological|C=human,1,C,0.999999168322663,0.0
base,abc,river_water_allocation,1000000,10,human,5.0,5,A=abstain|B=human|C=ecological,2,A,1.1838261001114062e-08,-18.251930236816406
base,abc,river_water_allocation,1000000,10,human,5.0,5,A=abstain|B=human|C=ecological,1,B,0.2227001361889264,-1.5019302368164062
base,abc,river_water_allocation,1000000,10,human,5.0,5,A=abstain|B=human|C=ecological,0,C,0.7772998519728125,-0.2519302368164062
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,0,A=ecological|B=human|C=abstain,0,A,0.9988304841452454,-0.0011711120605468
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,0,A=ecological|B=human|C=abstain,1,B,0.0011695102585106,-6.751171112060547
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,0,A=ecological|B=human|C=abstain,2,C,5.5962438782726e-09,-19.001171112060547
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,1,A=ecological|B=abstain|C=human,0,A,0.0066928509136132,-5.0067138671875
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,1,A=ecological|B=abstain|C=human,2,B,1.5944845005703932e-09,-20.2567138671875
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,1,A=ecological|B=abstain|C=human,1,C,0.9933071474919024,-0.0067138671875
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,2,A=human|B=ecological|C=abstain,1,A,0.9706877191614705,-0.0297508239746093
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,2,A=human|B=ecological|C=abstain,0,B,0.0293122292388547,-3.52975082397461
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,2,A=human|B=ecological|C=abstain,2,C,5.1599674641694156e-08,-16.77975082397461
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,3,A=human|B=abstain|C=ecological,1,A,0.2689413929599621,-1.313262939453125
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,3,A=human|B=abstain|C=ecological,2,B,1.056365093278327e-07,-16.063262939453125
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,3,A=human|B=abstain|C=ecological,0,C,0.7310585014035285,-0.313262939453125
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,4,A=abstain|B=ecological|C=human,2,A,3.850739414218978e-09,-19.375
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,4,A=abstain|B=ecological|C=human,0,B,6.47594795711208e-07,-14.25
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,4,A=abstain|B=ecological|C=human,1,C,0.9999993485544648,0.0
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,5,A=abstain|B=human|C=ecological,2,A,2.7894657725699115e-10,-22.0
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,5,A=abstain|B=human|C=ecological,1,B,8.315280274321803e-07,-14.0
base,abc,oil_extraction_ban,1,1000000,environment,-5.0,5,A=abstain|B=human|C=ecological,0,C,0.999999168193026,0.0
base,abc,oil_extraction_ban,1,100000,environment,-4.0,0,A=ecological|B=human|C=abstain,0,A,0.9984988133928916,-0.0015029907226562
base,abc,oil_extraction_ban,1,100000,environment,-4.0,0,A=ecological|B=human|C=abstain,1,B,0.0015011822501964,-6.501502990722656
base,abc,oil_extraction_ban,1,100000,environment,-4.0,0,A=ecological|B=human|C=abstain,2,C,4.356911881848955e-09,-19.251502990722656
base,abc,oil_extraction_ban,1,100000,environment,-4.0,1,A=ecological|B=abstain|C=human,0,A,0.005220125682855,-5.2552337646484375
base,abc,oil_extraction_ban,1,100000,environment,-4.0,1,A=ecological|B=abstain|C=human,2,B,2.0503941372515773e-09,-20.00523376464844
base,abc,oil_extraction_ban,1,100000,environment,-4.0,1,A=ecological|B=abstain|C=human,1,C,0.9947798722667508,-0.0052337646484375
